TR,K x,K y,time
13,-0.000191918447011758,-0.0397078911710322,0.000215384615384615
13,0.00449496781175402,-0.0385766779919405,0.000230769230769231
13,0.00877494464050407,-0.03635669051348,0.000246153846153846
13,0.0123992753430342,-0.0331769463385729,0.000261538461538462
13,0.0151573269928195,-0.0292222406407649,0.000276923076923077
13,0.0168888116530842,-0.0247224065404423,0.000292307692307692
13,0.0174931017290645,-0.0199389580392844,0.000307692307692308
13,0.0169350780780493,-0.0151498917770506,0.000323076923076923
13,0.0152471710063024,-0.0106335308773543,0.000338461538461538
13,0.0125274755375409,-0.00665234981938212,0.000353846153846154
13,0.00893405048671861,-0.00343772037521891,0.000369230769230769
13,0.00467573265622063,-0.00117646512345686,0.000384615384615385
14,0,-0,0
14,-0.00467573265622063,-0.00117646512345686,1.53846153846154e-05
14,-0.0089340504867186,-0.0034377203752189,3.07692307692308e-05
14,-0.0125274755375409,-0.00665234981938211,4.61538461538462e-05
14,-0.0152471710063024,-0.0106335308773543,6.15384615384615e-05
14,-0.0169350780780493,-0.0151498917770506,7.69230769230769e-05
14,-0.0174931017290645,-0.0199389580392844,9.23076923076923e-05
14,-0.0168888116530842,-0.0247224065404423,0.000107692307692308
14,-0.0151573269928195,-0.0292222406407649,0.000123076923076923
14,-0.0123992753430342,-0.0331769463385729,0.000138461538461538
14,-0.00877494464050409,-0.03635669051348,0.000153846153846154
14,-0.00449496781175403,-0.0385766779919405,0.000169230769230769
14,0.000191918447011744,-0.0397078911710322,0.000184615384615385
14,0.00501332934257217,-0.0396845880525791,0.0002
14,0.0096890619987928,-0.0385081229291223,0.000215384615384615
14,0.0139473798292908,-0.0362468676773602,0.000230769230769231
14,0.0175408048801131,-0.033032238233197,0.000246153846153846
14,0.0202605003488745,-0.0290510571752248,0.000261538461538462
14,0.0219484074206215,-0.0245346962755286,0.000276923076923077
14,0.0225064310716367,-0.0197456300132948,0.000292307692307692
14,0.0219021409956564,-0.0149621815121368,0.000307692307692308
14,0.0201706563353917,-0.0104623474118142,0.000323076923076923
14,0.0174126046856064,-0.00650764171400619,0.000338461538461538
14,0.0137882739830763,-0.00332789753909908,0.000353846153846154
14,0.00950829715432621,-0.00110791006063866,0.000369230769230769
14,0.00482141089556042,2.33031184531029e-05,0.000384615384615385
15,0,-0,0
